SRR14231328,naiveB_S1R1,PE
SRR14231329,naiveB_S1R2,PE
SRR5110334,naiveB_S3R1,SE
SRR5110338,naiveB_S3R2,SE
SRR14231330,nsmB_S1R1,PE
SRR14231331,nsmB_S1R2,PE
